timestamp,nao,ao,pna,mjo80e,mjo70e,mjo40w,mjo20e,mjo160e,mjo140e,mjo120w,mjo120e,mjo10w,mjo100e,nino4,nino3,nino34
1999-05-31,0.557,1.672,-1.833,1.28,0.88,-1.21,0.2,-0.69,-0.06,-1.23,0.64,-0.52,0.87,-0.5838833,-0.7570928,-0.9279265
1999-06-01,0.289,1.414,-1.629,1.17,0.71,-1.18,0.05,-0.52,0.09,-1.08,0.73,-0.61,0.9,-0.6564952,-0.7448812,-0.9496655
1999-06-02,0.109,1.203,-1.635,1.07,0.54,-1.15,-0.1,-0.35,0.24,-0.94,0.81,-0.7,0.93,-0.7360695,-0.6676265,-0.9936605
1999-06-03,0.167,1.425,-1.602,0.88,0.39,-0.98,-0.15,-0.23,0.27,-0.75,0.73,-0.64,0.82,-0.6889776,-0.6656957,-1.003561
1999-06-04,0.027,1.288,-1.505,0.69,0.25,-0.81,-0.2,-0.12,0.29,-0.57,0.65,-0.58,0.7,-0.7034522,-0.613465,-0.9878761
1999-06-05,0.231,1.014,-1.363,0.49,0.1,-0.64,-0.24,-0.0,0.32,-0.38,0.58,-0.52,0.59,-0.7811351,-0.5891005,-0.9777161
1999-06-06,0.649,1.042,-0.992,0.3,-0.04,-0.47,-0.29,0.11,0.34,-0.2,0.5,-0.46,0.47,-0.8123533,-0.5580916,-0.9709742
1999-06-07,0.684,1.006,-0.687,0.11,-0.19,-0.3,-0.34,0.23,0.37,-0.01,0.42,-0.4,0.36,-0.9110075,-0.5283069,-0.9931425
1999-06-08,0.582,0.559,-0.459,0.11,-0.22,-0.3,-0.37,0.26,0.39,0.02,0.42,-0.42,0.38,-0.9627553,-0.5296651,-1.01782
1999-06-09,0.321,0.117,-0.218,0.1,-0.25,-0.29,-0.4,0.3,0.42,0.05,0.42,-0.44,0.39,-0.988691,-0.5677048,-1.042353
1999-06-10,0.184,0.019,-0.082,0.1,-0.27,-0.29,-0.44,0.33,0.44,0.07,0.43,-0.47,0.41,-0.9548299,-0.6313601,-1.006309
1999-06-11,0.303,0.008,0.198,0.09,-0.3,-0.28,-0.47,0.37,0.47,0.1,0.43,-0.49,0.42,-0.8666826,-0.6771138,-0.9382056
1999-06-12,0.233,-0.141,0.509,0.09,-0.33,-0.28,-0.5,0.4,0.49,0.13,0.43,-0.51,0.44,-0.8029184,-0.6493595,-0.8256833
1999-06-13,0.48,-0.318,0.845,0.04,-0.35,-0.24,-0.49,0.41,0.48,0.16,0.41,-0.48,0.39,-0.7525467,-0.5869819,-0.7403917
1999-06-14,0.745,-0.033,0.654,-0.02,-0.37,-0.19,-0.49,0.42,0.47,0.2,0.39,-0.45,0.35,-0.7571235,-0.5737081,-0.7410191
1999-06-15,0.68,0.427,0.765,-0.07,-0.4,-0.15,-0.48,0.43,0.47,0.23,0.38,-0.42,0.3,-0.8939099,-0.4421647,-0.8139674
1999-06-16,0.687,0.727,1.097,-0.13,-0.42,-0.1,-0.48,0.44,0.46,0.27,0.36,-0.39,0.26,-0.9431239,-0.366933,-0.8982324
1999-06-17,1.245,1.209,1.34,-0.18,-0.44,-0.06,-0.47,0.45,0.45,0.3,0.34,-0.36,0.21,-0.8914933,-0.3692988,-0.9035848
1999-06-18,1.562,1.219,1.309,-0.16,-0.49,-0.1,-0.55,0.52,0.53,0.33,0.4,-0.44,0.28,-0.7651391,-0.4365189,-0.9441953
1999-06-19,1.457,1.174,1.289,-0.14,-0.54,-0.14,-0.63,0.59,0.61,0.35,0.46,-0.52,0.36,-0.7515369,-0.5244327,-1.078986
1999-06-20,1.192,1.3,1.002,-0.12,-0.59,-0.19,-0.71,0.65,0.69,0.38,0.52,-0.61,0.43,-0.6578934,-0.5401036,-1.001025
1999-06-21,0.92,1.497,0.681,-0.1,-0.64,-0.23,-0.79,0.72,0.77,0.4,0.58,-0.69,0.51,-0.5440494,-0.5899019,-0.9603768
1999-06-22,0.716,1.136,0.308,-0.08,-0.69,-0.27,-0.87,0.79,0.85,0.43,0.64,-0.77,0.58,-0.4509304,-0.6763216,-0.979569
1999-06-23,0.765,0.704,0.266,-0.37,-0.85,0.0,-0.86,0.89,0.81,0.66,0.47,-0.61,0.35,-0.4176989,-0.7491301,-0.9686275
1999-06-24,0.784,0.543,0.514,-0.65,-1.0,0.28,-0.86,0.98,0.77,0.89,0.29,-0.45,0.12,-0.3519587,-0.7896807,-0.9374853
1999-06-25,0.641,0.414,0.54,-0.94,-1.16,0.55,-0.85,1.08,0.72,1.12,0.12,-0.3,-0.1,-0.3297106,-0.7960251,-0.8926422
1999-06-26,0.316,0.035,0.439,-1.22,-1.31,0.83,-0.85,1.17,0.68,1.35,-0.06,-0.14,-0.33,-0.3953631,-0.7377307,-0.8336092
1999-06-27,-0.051,-0.275,0.065,-1.51,-1.47,1.1,-0.84,1.27,0.64,1.58,-0.23,0.02,-0.56,-0.4521054,-0.6998299,-0.8434974
1999-06-28,-0.35,0.093,-0.164,-1.58,-1.39,1.23,-0.68,1.16,0.47,1.57,-0.4,0.21,-0.74,-0.4241882,-0.6517425,-0.8104502
1999-06-29,-0.569,0.705,-0.368,-1.66,-1.31,1.36,-0.52,1.04,0.3,1.57,-0.57,0.39,-0.93,-0.4671611,-0.5387704,-0.7536861
1999-06-30,-0.685,0.945,-0.865,-1.73,-1.23,1.5,-0.35,0.93,0.14,1.56,-0.75,0.58,-1.11,-0.48009,-0.4938911,-0.721638
1999-07-01,-0.826,0.883,-1.051,-1.81,-1.15,1.63,-0.19,0.81,-0.03,1.56,-0.92,0.76,-1.3,-0.5807309,-0.4220243,-0.7116869
1999-07-02,-1.072,0.639,-1.102,-1.88,-1.07,1.76,-0.03,0.7,-0.2,1.55,-1.09,0.95,-1.48,-0.6506896,-0.4206969,-0.7115235
1999-07-03,-1.158,0.297,-1.506,-1.78,-0.88,1.73,0.15,0.51,-0.36,1.38,-1.16,1.06,-1.53,-0.7118429,-0.443215,-0.7457729
1999-07-04,-1.163,0.293,-1.938,-1.68,-0.69,1.69,0.33,0.31,-0.52,1.22,-1.23,1.17,-1.58,-0.7022736,-0.4419475,-0.7119735
1999-07-05,-1.038,0.32,-1.776,-1.57,-0.49,1.66,0.51,0.12,-0.67,1.05,-1.31,1.28,-1.64,-0.787654,-0.4239111,-0.7254968
1999-07-06,-0.839,0.346,-1.105,-1.47,-0.3,1.62,0.69,-0.08,-0.83,0.89,-1.38,1.39,-1.69,-0.8095115,-0.3941247,-0.746654
1999-07-07,-0.63,0.276,-0.597,-1.37,-0.11,1.59,0.87,-0.27,-0.99,0.72,-1.45,1.5,-1.74,-0.766271,-0.3703635,-0.6799281
1999-07-08,-0.399,-0.056,-0.325,-1.1,0.16,1.39,1.03,-0.51,-1.11,0.42,-1.4,1.5,-1.65,-0.7413659,-0.3252123,-0.5934836
1999-07-09,-0.198,-0.478,0.129,-0.84,0.43,1.19,1.19,-0.75,-1.23,0.13,-1.35,1.5,-1.56,-0.7464716,-0.384514,-0.5715801
1999-07-10,0.203,-0.547,0.523,-0.57,0.7,0.99,1.35,-0.99,-1.35,-0.17,-1.31,1.51,-1.48,-0.8347182,-0.4407651,-0.582434
1999-07-11,0.594,0.143,0.42,-0.31,0.97,0.79,1.51,-1.23,-1.47,-0.46,-1.26,1.51,-1.39,-0.8625454,-0.5411175,-0.6283155
1999-07-12,0.618,0.863,0.141,-0.04,1.24,0.59,1.67,-1.47,-1.59,-0.76,-1.21,1.51,-1.3,-0.9604554,-0.6382588,-0.8055942
1999-07-13,0.713,1.063,0.236,0.04,1.21,0.5,1.57,-1.41,-1.5,-0.77,-1.12,1.39,-1.17,-0.9811988,-0.6539297,-0.8809894
1999-07-14,0.752,0.871,0.319,0.11,1.17,0.41,1.48,-1.35,-1.41,-0.77,-1.04,1.27,-1.04,-1.100701,-0.6232941,-1.000737
1999-07-15,0.581,0.768,0.297,0.19,1.14,0.31,1.38,-1.29,-1.32,-0.78,-0.95,1.15,-0.91,-1.111625,-0.6427673,-0.9902547
1999-07-16,0.327,0.366,0.351,0.26,1.1,0.22,1.29,-1.23,-1.23,-0.78,-0.87,1.03,-0.78,-1.08913,-0.619899,-0.8987685
1999-07-17,0.487,0.141,0.434,0.34,1.07,0.13,1.19,-1.17,-1.14,-0.79,-0.78,0.91,-0.65,-1.035823,-0.6315063,-0.7753431
1999-07-18,0.58,0.046,0.33,0.41,1.14,0.07,1.23,-1.23,-1.17,-0.88,-0.76,0.9,-0.61,-1.040071,-0.7112352,-0.7285867
1999-07-19,0.307,-0.175,0.078,0.48,1.21,0.01,1.26,-1.3,-1.2,-0.96,-0.74,0.9,-0.58,-1.089736,-0.7185622,-0.7176248
1999-07-20,-0.399,-0.155,-0.38,0.56,1.27,-0.05,1.3,-1.36,-1.23,-1.05,-0.72,0.89,-0.54,-1.113492,-0.7237568,-0.7969086
1999-07-21,-0.443,0.081,-0.298,0.63,1.34,-0.11,1.33,-1.43,-1.26,-1.13,-0.7,0.89,-0.51,-1.110464,-0.7547259,-0.9007791
1999-07-22,0.049,0.483,0.152,0.7,1.41,-0.17,1.37,-1.49,-1.29,-1.22,-0.68,0.88,-0.47,-1.140024,-0.8388394,-1.074454
1999-07-23,0.127,0.497,0.39,0.69,1.36,-0.2,1.3,-1.42,-1.21,-1.19,-0.61,0.81,-0.42,-1.164364,-0.923344,-1.17041
1999-07-24,-0.449,0.232,0.162,0.69,1.3,-0.23,1.23,-1.35,-1.13,-1.15,-0.54,0.75,-0.37,-1.072588,-0.9353709,-1.158097
1999-07-25,-0.8,-0.013,-0.587,0.68,1.25,-0.25,1.15,-1.29,-1.05,-1.12,-0.48,0.68,-0.32,-0.9955513,-1.034521,-1.224797
1999-07-26,-0.648,-0.335,-0.652,0.68,1.19,-0.28,1.08,-1.22,-0.97,-1.08,-0.41,0.62,-0.27,-0.9700089,-1.076789,-1.306886
1999-07-27,-0.68,-0.774,-0.529,0.67,1.14,-0.31,1.01,-1.15,-0.89,-1.05,-0.34,0.55,-0.22,-0.9167436,-1.076814,-1.278382
1999-07-28,-0.972,-1.189,-0.207,0.51,0.87,-0.25,0.77,-0.89,-0.69,-0.81,-0.26,0.41,-0.17,-0.8406312,-1.06664,-1.164544
1999-07-29,-1.128,-1.549,0.207,0.35,0.6,-0.18,0.53,-0.62,-0.48,-0.57,-0.18,0.28,-0.11,-0.6994637,-1.101294,-1.075896
1999-07-30,-0.908,-1.78,0.276,0.2,0.33,-0.12,0.28,-0.36,-0.28,-0.34,-0.1,0.14,-0.06,-0.5230606,-1.127154,-1.028065
1999-07-31,-0.53,-1.619,0.16,0.04,0.06,-0.05,0.04,-0.09,-0.07,-0.1,-0.02,0.01,-0.0,-0.503402,-1.035515,-0.9264892
1999-08-01,-0.114,-1.583,-0.051,-0.12,-0.21,0.01,-0.2,0.17,0.13,0.14,0.06,-0.13,0.05,-0.4440462,-0.9058505,-0.7426902
1999-08-02,-0.035,-1.595,0.146,-0.16,-0.2,0.05,-0.16,0.16,0.11,0.15,0.05,-0.08,-0.0,-0.4322887,-0.8518558,-0.6757708
1999-08-03,-0.33,-1.855,0.47,-0.2,-0.19,0.08,-0.13,0.14,0.09,0.15,0.03,-0.04,-0.05,-0.4823111,-0.7635522,-0.7455406
1999-08-04,-0.727,-2.235,0.679,-0.23,-0.19,0.12,-0.09,0.13,0.07,0.16,0.02,0.01,-0.11,-0.5424318,-0.6240449,-0.8177685
1999-08-05,-1.079,-2.329,0.988,-0.27,-0.18,0.15,-0.06,0.11,0.05,0.16,0.0,0.05,-0.16,-0.6249152,-0.600466,-0.9504093
1999-08-06,-1.513,-2.376,1.28,-0.31,-0.17,0.19,-0.02,0.1,0.03,0.17,-0.01,0.1,-0.21,-0.6512388,-0.6280233,-1.049995
1999-08-07,-1.572,-2.526,1.688,-0.23,-0.09,0.13,0.03,0.03,-0.01,0.08,-0.01,0.1,-0.19,-0.6330284,-0.7078668,-1.035092
1999-08-08,-1.513,-2.486,1.972,-0.14,-0.0,0.08,0.08,-0.05,-0.05,-0.0,-0.01,0.11,-0.17,-0.568809,-0.8195856,-1.049907
1999-08-09,-1.239,-2.268,1.863,-0.06,0.08,0.02,0.13,-0.12,-0.1,-0.09,-0.0,0.11,-0.14,-0.6477604,-0.9501581,-1.095994
1999-08-10,-0.613,-2.074,1.461,0.03,0.17,-0.03,0.18,-0.2,-0.14,-0.17,-0.0,0.12,-0.12,-0.7316298,-0.9488297,-1.097315
1999-08-11,-0.045,-1.418,0.975,0.11,0.25,-0.09,0.23,-0.27,-0.18,-0.26,-0.0,0.12,-0.1,-0.7579806,-0.9322018,-1.085394
1999-08-12,0.24,-0.62,0.891,-0.11,0.0,0.06,0.06,-0.04,-0.04,-0.0,-0.01,0.09,-0.15,-0.7054073,-0.9641167,-1.116918
1999-08-13,0.198,-0.175,0.997,-0.33,-0.25,0.21,-0.1,0.19,0.09,0.26,-0.01,0.05,-0.2,-0.7524231,-0.9940767,-1.20894
1999-08-14,0.262,-0.448,0.878,-0.55,-0.49,0.37,-0.27,0.41,0.23,0.51,-0.02,0.02,-0.25,-0.761388,-0.9553946,-1.249032
1999-08-15,0.385,-0.599,0.557,-0.77,-0.74,0.52,-0.43,0.64,0.36,0.77,-0.02,-0.02,-0.3,-0.7254313,-0.870944,-1.245658
1999-08-16,0.56,-0.462,0.593,-0.99,-0.99,0.67,-0.6,0.87,0.5,1.03,-0.03,-0.05,-0.35,-0.7413663,-0.8278455,-1.21941
1999-08-17,0.429,-0.668,0.805,-1.34,-1.14,1.03,-0.53,0.94,0.39,1.3,-0.3,0.2,-0.68,-0.7738951,-0.8438839,-1.243644
1999-08-18,0.221,-0.706,0.512,-1.69,-1.29,1.4,-0.46,1.01,0.28,1.57,-0.57,0.45,-1.01,-0.8348694,-0.7931175,-1.237135
1999-08-19,0.144,-0.635,0.28,-2.05,-1.43,1.76,-0.4,1.08,0.17,1.83,-0.83,0.7,-1.33,-0.8550462,-0.8277916,-1.338539
1999-08-20,0.226,-0.538,0.52,-2.4,-1.58,2.13,-0.33,1.15,0.06,2.1,-1.1,0.95,-1.66,-0.8992177,-0.8897977,-1.421238
1999-08-21,0.216,-0.356,1.152,-2.75,-1.73,2.49,-0.26,1.22,-0.05,2.37,-1.37,1.2,-1.99,-0.8975889,-0.9414635,-1.49434
1999-08-22,0.32,-0.114,1.222,-2.62,-1.49,2.45,-0.03,0.97,-0.26,2.16,-1.48,1.34,-2.05,-0.9204652,-0.9567004,-1.41003
1999-08-23,0.646,0.005,1.221,-2.48,-1.25,2.41,0.19,0.72,-0.47,1.95,-1.59,1.48,-2.11,-0.8409469,-0.8827024,-1.268165
1999-08-24,1.014,-0.016,1.175,-2.35,-1.0,2.38,0.42,0.48,-0.69,1.75,-1.71,1.61,-2.18,-0.8964988,-0.8532231,-1.237613
1999-08-25,1.12,0.367,1.087,-2.21,-0.76,2.34,0.64,0.23,-0.9,1.54,-1.82,1.75,-2.24,-0.8890362,-0.8336001,-1.222647
1999-08-26,1.132,0.777,0.88,-2.08,-0.52,2.3,0.87,-0.02,-1.11,1.33,-1.93,1.89,-2.3,-0.8974246,-0.9334447,-1.298465
1999-08-27,1.26,0.972,0.764,-1.76,-0.36,1.99,0.84,-0.11,-1.05,1.08,-1.73,1.7,-2.03,-0.8670914,-1.04211,-1.346353
1999-08-28,1.377,0.908,0.697,-1.44,-0.2,1.67,0.81,-0.21,-0.99,0.83,-1.52,1.51,-1.76,-0.9009745,-1.108744,-1.308762
1999-08-29,1.516,1.16,0.753,-1.12,-0.04,1.36,0.79,-0.3,-0.92,0.57,-1.32,1.31,-1.5,-0.9528902,-1.203073,-1.285924
1999-08-30,1.736,1.746,0.82,-0.8,0.12,1.04,0.76,-0.4,-0.86,0.32,-1.11,1.12,-1.23,-0.8548821,-1.198004,-1.287186
1999-08-31,1.991,2.049,0.798,-0.48,0.28,0.73,0.73,-0.49,-0.8,0.07,-0.91,0.93,-0.96,-0.7230235,-1.189267,-1.273726
1999-09-01,2.162,2.194,0.695,-0.5,0.14,0.68,0.56,-0.33,-0.63,0.16,-0.77,0.78,-0.84,-0.6920496,-1.180092,-1.156454
1999-09-02,2.264,2.325,0.759,-0.51,0.0,0.62,0.38,-0.17,-0.45,0.25,-0.63,0.62,-0.71,-0.7300794,-0.9414908,-0.9565105
1999-09-03,1.935,2.23,0.934,-0.53,-0.14,0.57,0.21,-0.0,-0.28,0.33,-0.5,0.47,-0.59,-0.8623647,-0.8509069,-0.9864054
1999-09-04,1.272,1.991,0.909,-0.54,-0.28,0.51,0.03,0.16,-0.1,0.42,-0.36,0.31,-0.46,-0.9301955,-0.7964022,-0.9755574
1999-09-05,0.705,1.536,0.827,-0.56,-0.42,0.46,-0.14,0.32,0.07,0.51,-0.22,0.16,-0.34,-0.909809,-0.823085,-0.9883966
1999-09-06,0.252,0.966,0.683,-0.57,-0.42,0.46,-0.14,0.32,0.07,0.51,-0.21,0.16,-0.35,-0.922029,-0.9021184,-1.044476
1999-09-07,0.179,0.269,0.378,-0.57,-0.42,0.47,-0.14,0.32,0.07,0.51,-0.21,0.17,-0.35,-0.9899327,-0.9668856,-1.042462
1999-09-08,0.409,-0.416,0.144,-0.58,-0.42,0.47,-0.13,0.31,0.07,0.51,-0.2,0.17,-0.36,-1.076588,-0.9966226,-1.014712
1999-09-09,0.449,-0.689,0.018,-0.58,-0.42,0.48,-0.13,0.31,0.07,0.51,-0.2,0.18,-0.36,-1.048792,-1.096178,-0.9813594
1999-09-10,0.385,-1.056,0.085,-0.59,-0.42,0.48,-0.13,0.31,0.07,0.51,-0.19,0.18,-0.37,-0.938859,-1.202882,-0.9572659
1999-09-11,0.314,-1.49,0.157,-0.51,-0.38,0.41,-0.13,0.29,0.08,0.45,-0.15,0.14,-0.31,-0.8603746,-1.244769,-0.9684162
1999-09-12,0.598,-1.81,0.152,-0.43,-0.33,0.34,-0.13,0.26,0.09,0.39,-0.11,0.1,-0.24,-0.826306,-1.269765,-1.026633
1999-09-13,1.05,-1.66,0.009,-0.35,-0.29,0.26,-0.13,0.24,0.1,0.32,-0.07,0.05,-0.18,-0.7829124,-1.299797,-1.093057
1999-09-14,0.986,-1.137,0.145,-0.27,-0.24,0.19,-0.13,0.21,0.11,0.26,-0.03,0.01,-0.11,-0.80136,-1.329517,-1.102761
1999-09-15,0.711,-1.31,0.329,-0.19,-0.2,0.12,-0.13,0.19,0.12,0.2,0.01,-0.03,-0.05,-0.8429199,-1.334108,-1.091899
1999-09-16,0.377,-1.738,0.307,-0.39,-0.38,0.27,-0.22,0.34,0.18,0.4,-0.04,-0.0,-0.14,-0.8739282,-1.352113,-1.095078
1999-09-17,-0.358,-1.804,0.08,-0.59,-0.55,0.43,-0.31,0.48,0.24,0.6,-0.09,0.02,-0.24,-0.8816806,-1.326697,-1.128382
1999-09-18,-1.009,-1.799,0.032,-0.78,-0.73,0.58,-0.39,0.63,0.3,0.8,-0.13,0.05,-0.33,-0.7793361,-1.308202,-1.057227
1999-09-19,-0.914,-1.624,-0.097,-0.98,-0.9,0.74,-0.48,0.77,0.36,1.0,-0.18,0.07,-0.43,-0.6339133,-1.248604,-1.019248
1999-09-20,-0.844,-1.229,0.008,-1.18,-1.08,0.89,-0.57,0.92,0.42,1.2,-0.23,0.1,-0.52,-0.5918847,-1.145865,-0.9467446
1999-09-21,-1.019,-0.698,0.32,-1.34,-1.14,1.07,-0.53,0.95,0.36,1.33,-0.38,0.23,-0.68,-0.6460657,-1.107804,-0.9323241
1999-09-22,-0.927,-0.358,0.508,-1.5,-1.2,1.25,-0.49,0.97,0.29,1.46,-0.52,0.35,-0.84,-0.5699802,-1.139673,-0.9486806
1999-09-23,-0.858,0.248,0.411,-1.65,-1.26,1.44,-0.44,1.0,0.23,1.59,-0.67,0.48,-0.99,-0.5355718,-1.147008,-0.9541267
1999-09-24,-0.715,1.004,0.164,-1.81,-1.32,1.62,-0.4,1.02,0.16,1.72,-0.81,0.6,-1.15,-0.4639448,-1.079202,-0.8828138
1999-09-25,-0.601,1.646,0.278,-1.97,-1.38,1.8,-0.36,1.05,0.1,1.85,-0.96,0.73,-1.31,-0.4653766,-1.025219,-0.855131
1999-09-26,-0.52,1.233,0.345,-2.05,-1.28,1.96,-0.17,0.91,-0.11,1.84,-1.18,0.96,-1.52,-0.4984163,-0.9734525,-0.8766678
1999-09-27,-0.596,0.886,0.387,-2.14,-1.19,2.12,0.03,0.78,-0.31,1.83,-1.4,1.19,-1.74,-0.4562539,-0.9350465,-0.8426307
1999-09-28,-0.166,0.981,0.125,-2.22,-1.09,2.29,0.22,0.64,-0.52,1.83,-1.62,1.41,-1.95,-0.4431032,-0.9674921,-0.8135828
1999-09-29,0.424,1.663,0.121,-2.31,-1.0,2.45,0.42,0.51,-0.72,1.82,-1.84,1.64,-2.17,-0.5518875,-1.036846,-0.8898498
1999-09-30,0.196,1.351,-0.267,-2.39,-0.9,2.61,0.61,0.37,-0.93,1.81,-2.06,1.87,-2.38,-0.678517,-1.13761,-1.018998
1999-10-01,-0.345,0.471,-1.297,-2.24,-0.79,2.47,0.64,0.28,-0.94,1.66,-1.98,1.81,-2.28,-0.6752648,-1.242888,-1.053922
1999-10-02,-0.362,-0.248,-1.236,-2.08,-0.67,2.32,0.68,0.19,-0.95,1.51,-1.9,1.76,-2.19,-0.6559185,-1.31032,-1.081802
1999-10-03,0.021,-0.052,-0.9,-1.93,-0.56,2.18,0.71,0.1,-0.96,1.35,-1.81,1.7,-2.09,-0.5597819,-1.322294,-1.001462
1999-10-04,0.373,-0.056,-0.033,-1.77,-0.44,2.03,0.75,0.01,-0.97,1.2,-1.73,1.65,-2.0,-0.5312349,-1.302379,-0.9365042
1999-10-05,0.463,-0.449,0.848,-1.62,-0.33,1.89,0.78,-0.08,-0.98,1.05,-1.65,1.59,-1.9,-0.4666242,-1.318996,-0.885716
1999-10-06,0.334,-0.426,1.081,-1.5,-0.19,1.81,0.88,-0.22,-1.07,0.9,-1.67,1.62,-1.88,-0.4582043,-1.343503,-0.895906
1999-10-07,0.069,-0.217,0.976,-1.38,-0.05,1.73,0.98,-0.35,-1.16,0.76,-1.69,1.64,-1.86,-0.4534029,-1.346851,-0.9601259
1999-10-08,0.182,0.075,0.634,-1.26,0.1,1.65,1.07,-0.49,-1.25,0.61,-1.71,1.67,-1.85,-0.4742656,-1.262851,-0.9108097
1999-10-09,0.535,0.067,0.064,-1.14,0.24,1.57,1.17,-0.62,-1.34,0.47,-1.73,1.69,-1.83,-0.5021385,-1.2715,-0.9231595
1999-10-10,0.617,-0.448,-0.088,-1.02,0.38,1.49,1.27,-0.76,-1.43,0.32,-1.75,1.72,-1.81,-0.5302505,-1.276403,-0.9299655
1999-10-11,0.388,-0.708,-0.136,-1.02,0.36,1.49,1.25,-0.73,-1.41,0.34,-1.75,1.7,-1.78,-0.5078444,-1.27007,-0.969934
1999-10-12,0.485,-0.345,-0.189,-1.01,0.34,1.49,1.22,-0.71,-1.39,0.36,-1.74,1.69,-1.76,-0.4240173,-1.295861,-0.9549751
1999-10-13,0.524,0.058,-0.236,-1.01,0.32,1.5,1.2,-0.68,-1.37,0.38,-1.74,1.67,-1.73,-0.3256126,-1.251291,-0.8628011
1999-10-14,0.447,-0.563,-0.459,-1.0,0.3,1.5,1.17,-0.66,-1.35,0.4,-1.73,1.66,-1.71,-0.3156599,-1.276754,-0.886528
1999-10-15,0.387,-1.731,-0.233,-1.0,0.28,1.5,1.15,-0.63,-1.33,0.42,-1.73,1.64,-1.68,-0.341899,-1.291784,-0.8993471
1999-10-16,0.266,-1.695,0.043,-0.89,0.41,1.42,1.24,-0.75,-1.4,0.28,-1.73,1.66,-1.66,-0.3709866,-1.301868,-0.9040497
1999-10-17,0.012,-0.926,0.24,-0.78,0.54,1.34,1.33,-0.87,-1.48,0.14,-1.73,1.68,-1.63,-0.48658,-1.301957,-0.9668811
1999-10-18,-0.238,-0.638,0.307,-0.67,0.66,1.26,1.41,-1.0,-1.55,0.01,-1.72,1.69,-1.61,-0.5794288,-1.312293,-1.019795
1999-10-19,-0.295,-0.096,0.169,-0.56,0.79,1.18,1.5,-1.12,-1.63,-0.13,-1.72,1.71,-1.58,-0.7370573,-1.333955,-1.184486
1999-10-20,-0.297,0.456,-0.009,-0.45,0.92,1.1,1.59,-1.24,-1.7,-0.27,-1.72,1.73,-1.56,-0.7108538,-1.308824,-1.235752
1999-10-21,-0.576,0.109,0.258,-0.31,0.97,0.94,1.55,-1.26,-1.63,-0.38,-1.58,1.61,-1.42,-0.8259834,-1.284197,-1.31534
1999-10-22,-1.19,-0.319,0.607,-0.17,1.02,0.78,1.5,-1.27,-1.57,-0.49,-1.45,1.49,-1.27,-0.8340871,-1.274172,-1.257279
1999-10-23,-1.649,-0.832,0.867,-0.02,1.06,0.61,1.46,-1.29,-1.5,-0.59,-1.31,1.37,-1.13,-0.8236278,-1.335674,-1.300821
1999-10-24,-1.481,-1.313,1.065,0.12,1.11,0.45,1.41,-1.3,-1.44,-0.7,-1.18,1.25,-0.98,-0.8054229,-1.326758,-1.307872
1999-10-25,-0.618,-0.715,0.963,0.26,1.16,0.29,1.37,-1.32,-1.37,-0.81,-1.04,1.13,-0.84,-0.7955076,-1.264128,-1.266179
1999-10-26,0.258,1.28,0.694,0.35,1.29,0.26,1.49,-1.46,-1.48,-0.93,-1.1,1.2,-0.86,-0.7427023,-1.213338,-1.260544
1999-10-27,0.519,2.189,0.252,0.43,1.43,0.23,1.61,-1.59,-1.6,-1.05,-1.16,1.27,-0.88,-0.7430937,-1.207226,-1.273191
1999-10-28,0.685,2.109,0.039,0.52,1.56,0.2,1.73,-1.73,-1.71,-1.16,-1.21,1.33,-0.89,-0.7216278,-1.161041,-1.294883
1999-10-29,0.589,1.68,0.335,0.6,1.7,0.17,1.85,-1.86,-1.83,-1.28,-1.27,1.4,-0.91,-0.8383347,-1.221228,-1.373949
1999-10-30,0.365,1.469,0.338,0.69,1.83,0.14,1.97,-2.0,-1.94,-1.4,-1.33,1.47,-0.93,-1.003548,-1.291763,-1.51512
1999-10-31,0.534,1.639,0.216,0.87,1.82,-0.1,1.82,-1.94,-1.76,-1.5,-1.08,1.23,-0.68,-0.9369279,-1.345072,-1.540264
1999-11-01,0.661,2.049,0.28,1.04,1.82,-0.35,1.67,-1.88,-1.59,-1.6,-0.83,0.99,-0.43,-0.7969056,-1.356019,-1.39805
1999-11-02,0.722,2.598,0.285,1.22,1.81,-0.59,1.53,-1.82,-1.41,-1.69,-0.57,0.76,-0.19,-0.8493747,-1.286014,-1.305321
1999-11-03,0.565,2.408,0.336,1.39,1.81,-0.84,1.38,-1.76,-1.24,-1.79,-0.32,0.52,0.06,-0.9103429,-1.282014,-1.315652
1999-11-04,0.501,1.884,0.172,1.57,1.8,-1.08,1.23,-1.7,-1.06,-1.89,-0.07,0.28,0.31,-0.8906965,-1.314367,-1.28449
1999-11-05,0.745,1.182,-0.05,1.43,1.46,-1.09,0.88,-1.34,-0.71,-1.63,0.16,0.03,0.46,-0.8994409,-1.291346,-1.221361
1999-11-06,1.059,0.832,0.194,1.29,1.13,-1.1,0.53,-0.98,-0.37,-1.37,0.39,-0.23,0.62,-0.9452659,-1.268161,-1.230345
1999-11-07,0.671,-0.031,0.554,1.15,0.79,-1.11,0.18,-0.61,-0.02,-1.1,0.63,-0.48,0.77,-0.8956547,-1.244521,-1.247059
1999-11-08,0.24,-0.861,0.523,1.01,0.46,-1.12,-0.17,-0.25,0.32,-0.84,0.86,-0.74,0.93,-0.8809962,-1.197513,-1.241795
1999-11-09,-0.053,-1.056,0.375,0.87,0.12,-1.13,-0.52,0.11,0.67,-0.58,1.09,-0.99,1.08,-0.9466105,-1.085613,-1.200402
